title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Large deviations for the total queue size in non-Markovian tandem queues,https://doi.org/10.1007/s11134-016-9512-z,2017,journal-article,,Operations Management in Call Centers | End-to-End Congestion Control in Networks | Optimization Techniques in Simulation Modeling,,Pieter-Tjerk de Boer | Willem R.W. Scheinhardt,DACS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s11134-016-9512-z,https://link.springer.com/content/pdf/10.1007%2Fs11134-016-9512-z.pdf,https://openalex.org/W2568119720,https://research.utwente.nl/en/publications/6f479074-dd00-40cd-bc02-d703764807e5,https://ris.utwente.nl/ws/files/6469509/2017-XBuijsroggeBoerRosenScheinhardt_10.1007%252Fs11134-016-9512-z.pdf,,,Queueing Systems,0257-0130,1572-9443,Springer Science and Business Media LLC,85,3-4,305-312,8,,https://openalex.samuelmok.cc/paper/6881,https://openalex.samuelmok.cc/api/paper/6881,https://openalex.samuelmok.cc/api/pureentry/102235,https://openalex.samuelmok.cc/api/pilotpure/13941
Erratum to: Radio communication via Near Vertical Incidence Skywave propagation: an overview,https://doi.org/10.1007/s11235-017-0319-y,2017,journal-article,,Satellite Communication Networks and Systems | Radar Wave Propagation and Refractivity Estimation,,Ben A. Witvliet,RS,,True,bronze,False,False,,,https://doi.org/10.1007/s11235-017-0319-y,https://link.springer.com/content/pdf/10.1007%2Fs11235-017-0319-y.pdf,https://openalex.org/W2609121046,,,,,Telecommunication Systems,1018-4864,1572-9451,Springer,66,4,713-713,1,,https://openalex.samuelmok.cc/paper/6964,https://openalex.samuelmok.cc/api/paper/6964,,
Using needle orientation sensing as surrogate signal for respiratory motion estimation in percutaneous interventions,https://doi.org/10.1007/s11548-017-1644-z,2017,journal-article,,Radiotherapy Physics and Technology | Diagnosis and Treatment of Lung Cancer | Design and Control of Soft Robotic Systems | Hepatocellular Carcinoma | Surgical Simulation and Training Techniques,,Momen Abayazid,RAM,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s11548-017-1644-z,https://link.springer.com/content/pdf/10.1007%2Fs11548-017-1644-z.pdf,https://openalex.org/W2739528503,https://research.utwente.nl/en/publications/3e356407-f6a2-4f8f-83f9-ff25bc489917,https://ris.utwente.nl/ws/files/22417536/using.pdf,,,International Journal of Computer Assisted Radiology and Surgery,1861-6410,1861-6429,Springer Science and Business Media LLC,13,1,125-133,9,,https://openalex.samuelmok.cc/paper/7164,https://openalex.samuelmok.cc/api/paper/7164,https://openalex.samuelmok.cc/api/pureentry/99241,https://openalex.samuelmok.cc/api/pilotpure/13643
Simulation of facial expressions using person-specific sEMG signals controlling a biomechanical face model,https://doi.org/10.1007/s11548-017-1659-5,2017,journal-article,,Diagnosis and Management of Facial Paralysis | Diagnosis and Treatment of Voice Disorders | Diagnosis and Management of Otitis Media | Gesture Recognition in Human-Computer Interaction | Craniofacial Reconstruction Techniques,,Ferdinand van der Heijden,RAM,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s11548-017-1659-5,https://link.springer.com/content/pdf/10.1007%2Fs11548-017-1659-5.pdf,https://openalex.org/W2753101501,https://research.utwente.nl/en/publications/9c46757a-efff-4ea4-a605-b6530c90358c,https://ris.utwente.nl/ws/files/24817495/simulation.pdf,http://www.scopus.com/inward/record.url?scp=85028765698&partnerID=8YFLogxK,,International Journal of Computer Assisted Radiology and Surgery,1861-6410,1861-6429,Springer Science and Business Media LLC,13,1,47-59,13,,https://openalex.samuelmok.cc/paper/7165,https://openalex.samuelmok.cc/api/paper/7165,https://openalex.samuelmok.cc/api/pureentry/99250,https://openalex.samuelmok.cc/api/pilotpure/13577
Ambulant monitoring and web-accessible home-based exercise program during outpatient follow-up for resected lung cancer survivors: actual use and feasibility in clinical practice,https://doi.org/10.1007/s11764-017-0611-6,2017,journal-article,,Cancer Survivorship and Quality of Life | Pediatric Cancer and Quality of Life | Standardisation and Management of COPD | Telemedicine in Global Healthcare | Mechanisms of Chemotherapy-Induced Cognitive Impairment,,Hermie Hermens | J.G. Timmerman | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s11764-017-0611-6,https://link.springer.com/content/pdf/10.1007%2Fs11764-017-0611-6.pdf,https://openalex.org/W2606840348,https://research.utwente.nl/en/publications/384458ae-9443-4f97-9a75-75180a09bf26,https://ris.utwente.nl/ws/files/23835790/Ambulant_monitoring.pdf,http://www.scopus.com/inward/record.url?scp=85017204291&partnerID=8YFLogxK,,Journal of Cancer Survivorship,1932-2259,1932-2267,Springer Science and Business Media LLC,11,6,720-731,12,,https://openalex.samuelmok.cc/paper/7254,https://openalex.samuelmok.cc/api/paper/7254,https://openalex.samuelmok.cc/api/pureentry/100413,https://openalex.samuelmok.cc/api/pilotpure/13610
Ambulant monitoring and web-accessible home-based exercise program during outpatient follow-up for resected lung cancer survivors: actual use and feasibility in clinical practice,https://doi.org/10.1007/s11764-017-0611-6,2017,journal-article,,Cancer Survivorship and Quality of Life | Pediatric Cancer and Quality of Life | Standardisation and Management of COPD | Telemedicine in Global Healthcare | Mechanisms of Chemotherapy-Induced Cognitive Impairment,,Hermie Hermens | J.G. Timmerman | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s11764-017-0611-6,https://link.springer.com/content/pdf/10.1007%2Fs11764-017-0611-6.pdf,https://openalex.org/W2606840348,https://research.utwente.nl/en/publications/384458ae-9443-4f97-9a75-75180a09bf26,https://ris.utwente.nl/ws/files/23835790/Ambulant_monitoring.pdf,http://www.scopus.com/inward/record.url?scp=85017204291&partnerID=8YFLogxK,,Journal of Cancer Survivorship,1932-2259,1932-2267,Springer Science and Business Media LLC,11,6,720-731,12,,https://openalex.samuelmok.cc/paper/7254,https://openalex.samuelmok.cc/api/paper/7254,https://openalex.samuelmok.cc/api/pureentry/100413,https://openalex.samuelmok.cc/api/pilotpure/13610
Survey on Monitoring and Quality Controlling of the Mobile Biosignal Delivery,https://doi.org/10.1007/s12539-017-0263-2,2017,journal-article,,,,B.-J. van Beijnum,BSS,,True,green,True,True,,,https://doi.org/10.1007/s12539-017-0263-2,,https://openalex.org/W2765564608,https://research.utwente.nl/en/publications/5d2061ce-e754-4e71-ba51-5f0d62c27de1,https://ris.utwente.nl/ws/files/253350277/Pawar_2019_Survey_on_monitoring_and_quality_co.pdf,http://www.scopus.com/inward/record.url?scp=85068769394&partnerID=8YFLogxK,,Interdisciplinary Sciences: Computational Life Sciences,1867-1462,1913-2751,Springer,11,2,307-319,13,,https://openalex.samuelmok.cc/paper/7545,https://openalex.samuelmok.cc/api/paper/7545,https://openalex.samuelmok.cc/api/pureentry/93798,https://openalex.samuelmok.cc/api/pilotpure/12041
Possibilities of ICT-supported services in the clinical management of older adults,https://doi.org/10.1007/s40520-016-0711-6,2017,journal-article,,Technology Adoption and Aging Population | Activity Recognition in Pervasive Computing Environments | Telemedicine in Global Healthcare | Diagnosis and Management of Alzheimer's Disease | Mobile Health Interventions and Applications,,Hermie Hermens | Stephanie Jansen-Kosterink | Monique Tabak | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s40520-016-0711-6,https://link.springer.com/content/pdf/10.1007%2Fs40520-016-0711-6.pdf,https://openalex.org/W2586953201,https://research.utwente.nl/en/publications/2554757d-f1e9-49c1-90a3-1369eb1f29e2,https://ris.utwente.nl/ws/files/6418726/Vollenbroek_(2017)_Possibilities_of_ICT_supported_services.pdf,,,Aging Clinical and Experimental Research,1594-0667,1720-8319,Springer Science and Business Media LLC,29,1,49-57,9,,https://openalex.samuelmok.cc/paper/7741,https://openalex.samuelmok.cc/api/paper/7741,https://openalex.samuelmok.cc/api/pureentry/102965,https://openalex.samuelmok.cc/api/pilotpure/13961
Possibilities of ICT-supported services in the clinical management of older adults,https://doi.org/10.1007/s40520-016-0711-6,2017,journal-article,,Technology Adoption and Aging Population | Activity Recognition in Pervasive Computing Environments | Telemedicine in Global Healthcare | Diagnosis and Management of Alzheimer's Disease | Mobile Health Interventions and Applications,,Hermie Hermens | Stephanie Jansen-Kosterink | Monique Tabak | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s40520-016-0711-6,https://link.springer.com/content/pdf/10.1007%2Fs40520-016-0711-6.pdf,https://openalex.org/W2586953201,https://research.utwente.nl/en/publications/2554757d-f1e9-49c1-90a3-1369eb1f29e2,https://ris.utwente.nl/ws/files/6418726/Vollenbroek_(2017)_Possibilities_of_ICT_supported_services.pdf,,,Aging Clinical and Experimental Research,1594-0667,1720-8319,Springer Science and Business Media LLC,29,1,49-57,9,,https://openalex.samuelmok.cc/paper/7741,https://openalex.samuelmok.cc/api/paper/7741,https://openalex.samuelmok.cc/api/pureentry/102965,https://openalex.samuelmok.cc/api/pilotpure/13961
Possibilities of ICT-supported services in the clinical management of older adults,https://doi.org/10.1007/s40520-016-0711-6,2017,journal-article,,Technology Adoption and Aging Population | Activity Recognition in Pervasive Computing Environments | Telemedicine in Global Healthcare | Diagnosis and Management of Alzheimer's Disease | Mobile Health Interventions and Applications,,Hermie Hermens | Stephanie Jansen-Kosterink | Monique Tabak | Miriam Marie Rosé Vollenbroek-Hutten,BSS,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s40520-016-0711-6,https://link.springer.com/content/pdf/10.1007%2Fs40520-016-0711-6.pdf,https://openalex.org/W2586953201,https://research.utwente.nl/en/publications/2554757d-f1e9-49c1-90a3-1369eb1f29e2,https://ris.utwente.nl/ws/files/6418726/Vollenbroek_(2017)_Possibilities_of_ICT_supported_services.pdf,,,Aging Clinical and Experimental Research,1594-0667,1720-8319,Springer Science and Business Media LLC,29,1,49-57,9,,https://openalex.samuelmok.cc/paper/7741,https://openalex.samuelmok.cc/api/paper/7741,https://openalex.samuelmok.cc/api/pureentry/102965,https://openalex.samuelmok.cc/api/pilotpure/13961
Influence of surgical suture properties on the tribological interactions with artificial skin by a capstan experiment approach,https://doi.org/10.1007/s40544-017-0140-3,2017,journal-article,,,,Emile van der Heide | Xiangqiong Zeng | Gangqiang Zhang,PE,,True,gold,True,True,cc-by,,https://doi.org/10.1007/s40544-017-0140-3,https://link.springer.com/content/pdf/10.1007%2Fs40544-017-0140-3.pdf,https://openalex.org/W2594450602,https://research.utwente.nl/en/publications/1bfb3b2c-208e-47ea-913c-08d821f3f59d,https://ris.utwente.nl/ws/files/17961837/Zhang2017influence.pdf,http://www.scopus.com/inward/record.url?scp=85015073113&partnerID=8YFLogxK,,Friction,2223-7690,2223-7704,Springer Science and Business Media LLC,5,1,87-98,12,,https://openalex.samuelmok.cc/paper/7746,https://openalex.samuelmok.cc/api/paper/7746,https://openalex.samuelmok.cc/api/pureentry/102470,
2.19 Biophysical Analysis of Amyloid Formation,https://doi.org/10.1016/b978-0-08-100691-7.00155-5,2017,book-chapter,978-0-08-100691-7,,,Ine Segers-Nolten | Vinod Subramaniam,BIOS,,True,green,True,True,,,https://doi.org/10.1016/b978-0-08-100691-7.00155-5,,https://openalex.org/W189397201,https://research.utwente.nl/en/publications/75c429c5-da65-46cb-9c8a-f77384dd5439,https://ris.utwente.nl/ws/files/177009634/111025_Published_chapter_Comprehensive_Biomaterials_00086.pdf,,,Elsevier eBooks,,,,,,438-451,14,,https://openalex.samuelmok.cc/paper/7894,https://openalex.samuelmok.cc/api/paper/7894,https://openalex.samuelmok.cc/api/pureentry/101975,
Lipofuscin and Lipofuscinosis ☆,https://doi.org/10.1016/b978-0-12-809324-5.02594-3,2017,book-chapter,,Lysosomal Storage Disorders in Human Health and Disease | Epidemiology and Treatment of Chagas Disease | Hemophagocytic Lymphohistiocytosis and Related Disorders,,Enrico Marani,BSS,,False,closed,False,False,,,https://doi.org/10.1016/b978-0-12-809324-5.02594-3,,https://openalex.org/W4248474169,,,,,Elsevier eBooks,,,,,,,,,https://openalex.samuelmok.cc/paper/7937,https://openalex.samuelmok.cc/api/paper/7937,,
Dorsal Root or Spinal Ganglion☆,https://doi.org/10.1016/b978-0-12-809324-5.04160-2,2017,book-chapter,,Pathophysiology of Lumbar Disc Degeneration and Treatment | Surgical Management of Brachial Plexus Injuries | Biochemicals Associated with Myofascial Pain and Inflammation | Global Burden of Chronic Pain | Mechanisms and Management of Neuropathic Pain,,Enrico Marani,BSS,,False,closed,False,False,,,https://doi.org/10.1016/b978-0-12-809324-5.04160-2,,https://openalex.org/W2548978047,,,,,,,,,,,,,,https://openalex.samuelmok.cc/paper/7938,https://openalex.samuelmok.cc/api/paper/7938,,
"SOFIE, a bicycle that supports older cyclists?",https://doi.org/10.1016/j.aap.2016.09.006,2017,journal-article,,Global Burden of Child Injury Prevention | Analysis of Traffic Safety and Driver Behavior | Influence of Built Environment on Active Travel | Mobility and Driving Safety in Older Adults | Gait Analysis and Fall Prevention in Elderly,,Christian T.M. Baten | J.H. Buurke | Johan Swanik Rietman,BSS,,True,green,True,True,,,https://doi.org/10.1016/j.aap.2016.09.006,,https://openalex.org/W2530825206,https://research.utwente.nl/en/publications/9942f08a-8c08-4097-8d7d-5e7f51bb8094,https://ris.utwente.nl/ws/files/19863794/SOFIE.pdf,http://www.scopus.com/inward/record.url?scp=85008715962&partnerID=8YFLogxK,,Accident Analysis & Prevention,0001-4575,1879-2057,,105,,117-123,7,,https://openalex.samuelmok.cc/paper/8112,https://openalex.samuelmok.cc/api/paper/8112,https://openalex.samuelmok.cc/api/pureentry/101411,https://openalex.samuelmok.cc/api/pilotpure/13698
"SOFIE, a bicycle that supports older cyclists?",https://doi.org/10.1016/j.aap.2016.09.006,2017,journal-article,,Global Burden of Child Injury Prevention | Analysis of Traffic Safety and Driver Behavior | Influence of Built Environment on Active Travel | Mobility and Driving Safety in Older Adults | Gait Analysis and Fall Prevention in Elderly,,Christian T.M. Baten | J.H. Buurke | Johan Swanik Rietman,BSS,,True,green,True,True,,,https://doi.org/10.1016/j.aap.2016.09.006,,https://openalex.org/W2530825206,https://research.utwente.nl/en/publications/9942f08a-8c08-4097-8d7d-5e7f51bb8094,https://ris.utwente.nl/ws/files/19863794/SOFIE.pdf,http://www.scopus.com/inward/record.url?scp=85008715962&partnerID=8YFLogxK,,Accident Analysis & Prevention,0001-4575,1879-2057,,105,,117-123,7,,https://openalex.samuelmok.cc/paper/8112,https://openalex.samuelmok.cc/api/paper/8112,https://openalex.samuelmok.cc/api/pureentry/101411,https://openalex.samuelmok.cc/api/pilotpure/13698
Surface-enrichment with hydroxyapatite nanoparticles in stereolithography-fabricated composite polymer scaffolds promotes bone repair,https://doi.org/10.1016/j.actbio.2017.03.006,2017,journal-article,,,,David Eglin | Dirk W. Grijpma | Huipin Yuan,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.actbio.2017.03.006,,https://openalex.org/W2593587551,https://research.utwente.nl/en/publications/01b3e6b0-21d3-47de-bfe4-af28eac2b791,https://ris.utwente.nl/ws/files/29526019/1_s2.0_S174270611730168X_main.pdf,http://www.scopus.com/inward/record.url?scp=85018362691&partnerID=8YFLogxK,,Acta Biomaterialia,1742-7061,1878-7568,Elsevier BV,54,,386-398,13,,https://openalex.samuelmok.cc/paper/8204,https://openalex.samuelmok.cc/api/paper/8204,https://openalex.samuelmok.cc/api/pureentry/102089,
Topography of calcium phosphate ceramics regulates primary cilia length and TGF receptor recruitment associated with osteogenesis,https://doi.org/10.1016/j.actbio.2017.04.004,2017,journal-article,,Bone Tissue Engineering and Biomaterials | Corneal Tissue Engineering and Regeneration | Classification and Management of Odontogenic Tumors | Tissue Engineering and Regenerative Medicine | Role of Osteopontin in Biomineralization and Inflammation,,Huipin Yuan | Jingwei Zhang,DMB,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.actbio.2017.04.004,,https://openalex.org/W2609934187,https://research.utwente.nl/en/publications/6c7808d1-42d0-45b2-8273-4230200be617,https://ris.utwente.nl/ws/files/29089940/1_s2.0_S1742706117302313_main.pdf,http://www.scopus.com/inward/record.url?scp=85018866822&partnerID=8YFLogxK,,Acta Biomaterialia,1742-7061,1878-7568,Elsevier BV,57,,487-497,11,,https://openalex.samuelmok.cc/paper/8206,https://openalex.samuelmok.cc/api/paper/8206,https://openalex.samuelmok.cc/api/pureentry/101528,
Tailoring surface nanoroughness of electrospun scaffolds for skeletal tissue engineering,https://doi.org/10.1016/j.actbio.2017.07.003,2017,journal-article,,Electrospun Nanofibers in Biomedical Applications | Bone Tissue Engineering and Biomaterials | Tissue Engineering and Regenerative Medicine,,Honglin Chen | Xiaobin Huang | Anne Marijke Leferink | Huipin Yuan,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.actbio.2017.07.003,,https://openalex.org/W2730220663,https://research.utwente.nl/en/publications/a21fd865-d930-48ee-bace-f55d6669f80d,https://ris.utwente.nl/ws/files/24388539/tailoring.pdf,,,Acta Biomaterialia,1742-7061,1878-7568,Elsevier BV,59,,82-93,12,,https://openalex.samuelmok.cc/paper/8207,https://openalex.samuelmok.cc/api/paper/8207,https://openalex.samuelmok.cc/api/pureentry/101566,
Mining for osteogenic surface topographies: In silico design to in vivo osseo-integration,https://doi.org/10.1016/j.biomaterials.2017.05.020,2017,journal-article,,,,M. de Boer | Jan de Boer | Marloes Levers | Dimitrios Stamatialis | Huipin Yuan | Yiping Zhao,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.biomaterials.2017.05.020,,https://openalex.org/W2613051778,https://research.utwente.nl/en/publications/63cd05d3-a9df-4897-83e7-f124e33578cc,https://ris.utwente.nl/ws/files/29513190/1_s2.0_S0142961217303320_main.pdf,,,Biomaterials,0142-9612,1878-5905,Elsevier BV,137,,49-60,12,,https://openalex.samuelmok.cc/paper/8789,https://openalex.samuelmok.cc/api/paper/8789,https://openalex.samuelmok.cc/api/pureentry/101419,
The Alpha-Synuclein Fibril Fold - Comparing Models from Electron Paramagnetic Resonance and NMR,https://doi.org/10.1016/j.bpj.2016.11.2395,2017,journal-article,,Electron Spin Resonance in Biomolecular Studies | Pathophysiology of Parkinson's Disease,,Mireille Maria Anna Elisabeth Claessens | Nathalie Schilderink | Ine Segers-Nolten | Vinod Subramaniam,BIOS,,True,hybrid,False,False,publisher-specific-oa,,https://doi.org/10.1016/j.bpj.2016.11.2395,http://www.cell.com/article/S0006349516334257/pdf,https://openalex.org/W2583733160,,,,,Biophysical Journal,0006-3495,1542-0086,Elsevier BV,112,3,447a-447a,1,,https://openalex.samuelmok.cc/paper/8911,https://openalex.samuelmok.cc/api/paper/8911,,
Direct numerical simulation of effective drag in dense gas–liquid–solid three-phase flows,https://doi.org/10.1016/j.ces.2016.11.013,2017,journal-article,,Bioreactor Scale-up and Oxygen Transfer in Microbial Processes | Dynamics of Drop Impact on Surfaces | Dynamics of Granular Flow Systems | Lattice Boltzmann Method for Complex Flows | Turbulent Interactions with Dispersed Particles and Droplets,,J.A.M. Kuipers,BSS,,True,green,False,False,,,https://doi.org/10.1016/j.ces.2016.11.013,,https://openalex.org/W2552562806,,,,,Chemical Engineering Science,0009-2509,1873-4405,Elsevier BV,158,,561-568,8,,https://openalex.samuelmok.cc/paper/9185,https://openalex.samuelmok.cc/api/paper/9185,,
Baseline design of a sorption-based Joule-Thomson cooler chain for the METIS instrument in the E-ELT,https://doi.org/10.1016/j.cryogenics.2017.04.003,2017,journal-article,,,,H.J.M. ter Brake | H.J. Holland | C.H. Vermeer | Yue Wu,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.cryogenics.2017.04.003,,https://openalex.org/W2605314655,https://research.utwente.nl/en/publications/3608e5e7-4720-4e01-809a-6a46cf9bf018,https://ris.utwente.nl/ws/files/29102144/1_s2.0_S0011227517300449_main.pdf,http://www.scopus.com/inward/record.url?scp=85017523670&partnerID=8YFLogxK,,Cryogenics,0011-2275,1879-2235,Elsevier BV,84,,37-52,16,,https://openalex.samuelmok.cc/paper/9874,https://openalex.samuelmok.cc/api/paper/9874,https://openalex.samuelmok.cc/api/pureentry/101885,
Likelihood ratio data to report the validation of a forensic fingerprint evaluation method,https://doi.org/10.1016/j.dib.2016.11.008,2017,journal-article,,Analysis and Detection of Latent Fingerprints | Genomic Analysis of Ancient DNA | Biometric Recognition and Security Systems,,Didier Meuwly,DMB,,True,gold,True,True,cc-by,,https://doi.org/10.1016/j.dib.2016.11.008,,https://openalex.org/W2549199245,https://research.utwente.nl/en/publications/f89adac0-f3a1-434f-bfad-05d9174d967d,https://ris.utwente.nl/ws/files/32539711/likelihood.pdf,http://www.scopus.com/inward/record.url?scp=85017311058&partnerID=8YFLogxK,,Data in Brief,2352-3409,,Elsevier BV,10,,75-92,18,,https://openalex.samuelmok.cc/paper/9976,https://openalex.samuelmok.cc/api/paper/9976,https://openalex.samuelmok.cc/api/pureentry/102637,
Validation of the online prediction tool PREDICT v. 2.0 in the Dutch breast cancer population,https://doi.org/10.1016/j.ejca.2017.09.031,2017,journal-article,,,,Sabine Siesling | Marissa C. van Maaren | Annemieke Witteveen,BSS,,True,green,True,True,,,https://doi.org/10.1016/j.ejca.2017.09.031,,https://openalex.org/W2765118372,https://research.utwente.nl/en/publications/25a7c517-6e15-4686-8e8f-d37079626e17,https://ris.utwente.nl/ws/files/21238285/van_Maaren_Siesling_validation_PREDICT_EJC.pdf,http://www.scopus.com/inward/record.url?scp=85032294443&partnerID=8YFLogxK,,European Journal of Cancer,0959-8049,1879-0852,Elsevier BV,86,,364-372,9,,https://openalex.samuelmok.cc/paper/10234,https://openalex.samuelmok.cc/api/paper/10234,https://openalex.samuelmok.cc/api/pureentry/100643,
Influence of electrochemical cycling on the rheo-impedance of anolytes for Li-based Semi Solid Flow Batteries,https://doi.org/10.1016/j.electacta.2017.08.022,2017,journal-article,,Lithium-ion Battery Technology | Lithium-ion Battery Management in Electric Vehicles | Lithium Battery Technologies,,Michael H.G. Duits | Friedrich Gunther Mugele | Daniël Wijnperlé,BIOS,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.electacta.2017.08.022,,https://openalex.org/W2744892322,https://research.utwente.nl/en/publications/b86ffcb7-c777-413e-80c4-3e3ed386a984,https://ris.utwente.nl/ws/files/20608276/Influence_of_electrochemical_cycling_on_the_rheo_impedance_of_anolytes_for_Li_based_Semi_Solid_Flow_Batteries.pdf,,,Electrochimica Acta,0013-4686,1873-3859,Elsevier BV,251,,388-395,8,,https://openalex.samuelmok.cc/paper/10415,https://openalex.samuelmok.cc/api/paper/10415,https://openalex.samuelmok.cc/api/pureentry/100870,
Preventing lightning damage in bearings by using mechanical preloading,https://doi.org/10.1016/j.epsr.2016.10.004,2017,journal-article,,,,Frank Leferink,PE,,True,hybrid,True,True,cc-by,,https://doi.org/10.1016/j.epsr.2016.10.004,,https://openalex.org/W2530686373,https://research.utwente.nl/en/publications/aa217dd7-f2b7-4f11-a8e4-d96a878ea831,https://ris.utwente.nl/ws/files/17699097/preventing.pdf,,,Electric Power Systems Research,0378-7796,1873-2046,Elsevier BV,153,,152-158,7,,https://openalex.samuelmok.cc/paper/10653,https://openalex.samuelmok.cc/api/paper/10653,https://openalex.samuelmok.cc/api/pureentry/100430,
Improved search methods for assessing Delay-Tolerant Networks vulnerability to colluding strong heterogeneous attacks,https://doi.org/10.1016/j.eswa.2017.03.035,2017,journal-article,,,,Doina Bucur,DMB,,True,green,False,True,,,https://doi.org/10.1016/j.eswa.2017.03.035,,https://openalex.org/W2601534156,https://research.utwente.nl/en/publications/58e2e72e-c9eb-4fc4-b254-9f30969cc8ba,https://ris.utwente.nl/ws/files/12375755/1_s2.0_S0957417417301884_main.pdf,,,Expert Systems with Applications,0957-4174,1873-6793,Elsevier BV,80,,311-322,12,,https://openalex.samuelmok.cc/paper/10696,https://openalex.samuelmok.cc/api/paper/10696,https://openalex.samuelmok.cc/api/pureentry/101236,https://openalex.samuelmok.cc/api/pilotpure/13824
A guideline for the validation of likelihood ratio methods used for forensic evidence evaluation,https://doi.org/10.1016/j.forsciint.2016.03.048,2017,journal-article,,Genomic Analysis of Ancient DNA | Analysis and Detection of Latent Fingerprints | Anomaly Detection in High-Dimensional Data | Digital Image Forgery Detection and Identification | Applications of Ground-Penetrating Radar in Geoscience and Engineering,,Didier Meuwly,DMB,,True,green,True,True,,,https://doi.org/10.1016/j.forsciint.2016.03.048,,https://openalex.org/W2345079061,https://research.utwente.nl/en/publications/9f94fcda-ec22-4e8f-947a-fef3f42b9d0e,https://ris.utwente.nl/ws/files/30082942/Meuwly2017guideline.pdf,,,Forensic Science International,0379-0738,1872-6283,Elsevier BV,276,,142-153,12,,https://openalex.samuelmok.cc/paper/10839,https://openalex.samuelmok.cc/api/paper/10839,https://openalex.samuelmok.cc/api/pureentry/101635,
A randomized controlled trial on providing ankle-foot orthoses in patients with (sub-)acute stroke: Short-term kinematic and spatiotemporal effects and effects of timing,https://doi.org/10.1016/j.gaitpost.2017.03.028,2017,journal-article,,,,Jaap H. Buurke | Hermie Hermens | Corien Nikamp | Johan Swanik Rietman | Job van der Palen,BSS,,True,green,True,True,,,https://doi.org/10.1016/j.gaitpost.2017.03.028,,https://openalex.org/W2603227510,https://research.utwente.nl/en/publications/62bcf5f7-41d1-4c4a-9944-5372b6af77a4,https://ris.utwente.nl/ws/files/30048491/Nikamp2017randomized.pdf,http://www.scopus.com/inward/record.url?scp=85017263914&partnerID=8YFLogxK,,Gait & Posture,0966-6362,1879-2219,,55,,15-22,8,,https://openalex.samuelmok.cc/paper/10916,https://openalex.samuelmok.cc/api/paper/10916,https://openalex.samuelmok.cc/api/pureentry/101852,https://openalex.samuelmok.cc/api/pilotpure/13810
A randomized controlled trial on providing ankle-foot orthoses in patients with (sub-)acute stroke: Short-term kinematic and spatiotemporal effects and effects of timing,https://doi.org/10.1016/j.gaitpost.2017.03.028,2017,journal-article,,,,Jaap H. Buurke | Hermie Hermens | Corien Nikamp | Johan Swanik Rietman | Job van der Palen,BSS,,True,green,True,True,,,https://doi.org/10.1016/j.gaitpost.2017.03.028,,https://openalex.org/W2603227510,https://research.utwente.nl/en/publications/62bcf5f7-41d1-4c4a-9944-5372b6af77a4,https://ris.utwente.nl/ws/files/30048491/Nikamp2017randomized.pdf,http://www.scopus.com/inward/record.url?scp=85017263914&partnerID=8YFLogxK,,Gait & Posture,0966-6362,1879-2219,,55,,15-22,8,,https://openalex.samuelmok.cc/paper/10916,https://openalex.samuelmok.cc/api/paper/10916,https://openalex.samuelmok.cc/api/pureentry/101852,https://openalex.samuelmok.cc/api/pilotpure/13810
